user,rating,review,date,sentiment
Pauline Smith,1,So my Tiktok shop is nowhere to be find. I've done everything to get it back even though I've brought items from the shop already. How do I get it back. I'm not happy,7/6/2025 21:22,Negative
Aisha abdulaziz Salaudeen,5,good and perfect app,7/6/2025 21:22,Positive
msafiri comedian,5,easier to shoot,7/6/2025 21:19,Neutral
Rukiah Sumahiah,1,I don't have the photo in comments yet,7/6/2025 21:16,Neutral
Rashid Baloch,5,Shahani,7/6/2025 21:14,Neutral
Obour Ebenezer,5,very good app,7/6/2025 21:13,Positive
shootZ234,1,asscheeks,7/6/2025 21:11,Neutral
Alfred Hutchens,2,"whenever I post a comment on or about a video or reply to one a creator has posted using some of the same language the creator used agreeing or disagreeing, especially disagreeing with what the person said in the video y'all take my comment down and says it's again tik tok's community guidelines. for instance, posted about Donald Trump being a racist derogatory degrading prejudice bigot y'all took it down and said that was a strike against me,which means y'all support his discriminatory ideas.",7/6/2025 21:10,Negative
raed alalili,5,👍🏼,7/6/2025 21:10,Neutral
Maid in Charlotte Erika Doherty,1,can't upload I've been trying to upload videos and it keeps booting me off the app,7/6/2025 21:10,Neutral
AshiqHussainashiqHussain AshiqHussain,5,Ashiq Hussain ashiq Hussain ashiq Hussain 345,7/6/2025 21:09,Neutral
Seb Eagar,1,stupid wont even install,7/6/2025 21:07,Negative
Ladi Iroh,5,I was using this app but then I mistakenly deleted it I have been trying to install it back but I can't please a solution . tik tok has been a great app,7/6/2025 21:07,Positive
wayne hunt,2,"over the last couple of weeks I've suddenly had issues getting onto the app, having to uninstall and reinstall daily, would like to use the app more regularly again but obviously cannot until tik tok fix this bug as it appears to have happened or still be happening with others as well.",7/6/2025 21:02,Positive
Zainikhanofficial,1,please solve My issues earnings option start,7/6/2025 21:00,Neutral
Aimee Rowland,3,Its fun but cant coment photos,7/6/2025 20:58,Positive
Summer Loveds2,1,hâte,7/6/2025 20:55,Neutral
Safdar Ali Muhammad Nadeem,5,SAFDARALIBUTT 💔 janBUTT,7/6/2025 20:53,Neutral
Joyline Cheung,5,ijust love this app,7/6/2025 20:52,Positive
Noor Khan,1,"Request if go from a live to a regular post, the live audio does not go away as I scroll, a lot of the time I have to exit out of the app or force stop it. it's been like this for weeks. Please fix this issue! 1* now I can't scroll picture posts. I see picture 1 and try to swipe to the next picture it takes me to their page and I have to click on the same video again to see all pictures in that post. also the above problem is still going on. I love TikTok but it's frustrating",7/6/2025 20:50,Positive
Itx Rohi,4,Fahad fffff,7/6/2025 20:49,Neutral
Faisal Ahmed,5,Good app,7/6/2025 20:49,Positive
Md shanto Ahmed,5,good apps,7/6/2025 20:47,Positive
Rakib Hasan,1,good,7/6/2025 20:47,Positive
Zara Cox,1,it won't let me view any videos 😤 and tells me to join MYSELF on tiktok but then won't bloody open.,7/6/2025 20:45,Negative
Diamanta STEFAN,5,is fun,7/6/2025 20:43,Positive
Kris Mullins,5,good app,7/6/2025 20:41,Positive
Khan,5,for you,7/6/2025 20:40,Neutral
Sana Ali,1,my network is 4G but I can't download the app in my mobile please resolve this issue,7/6/2025 20:38,Neutral
Road Ghost,1,tiktok hates free speech unless it's from the lunatic left and they keep removing comments that have nothing bad in them but the truth so to who ever runs and owns tiktok if you allow one side to have free speech you better let everyone have it,7/6/2025 20:37,Positive
Ali Raza,5,💪👋👋,7/6/2025 20:37,Neutral
আবু সিদ্দিক খান,5,good,7/6/2025 20:36,Positive
Adham Elokla,5,now it's working it's great,7/6/2025 20:33,Positive
nasime 09qsibr,5,زه یوسف یم,7/6/2025 20:33,Neutral
Muhammad Waqas,5,waqasrajpoot,7/6/2025 20:28,Neutral
Kathryn Aych,1,"completely glitchy and buggy now. all ads. it went from if I search something ONE TIME suddenly every other video on my algorithm is about that subject to now my fyp is nothing but videos with very little views, likes, or comments, ads, lives advertising things, and literally nothing that has to do with my interests. also HIGHLY censored but only about CERTAIN things ifykyk. there is definitely an agenda there the entire app needs to go in the trash and something new needs to come out",7/6/2025 20:27,Positive
Saith Umair17,5,i love you tiktok 😘💕😘💕,7/6/2025 20:20,Positive
Abde Llah,1,The application has become self-sufficient 😡😡😡,7/6/2025 20:19,Neutral
MH Yaukub,1,diche chanc,7/6/2025 20:19,Neutral
mAhD1,5,"please make tiktok dark mode on here otherwise if i could rate it as 4.9/5 i would. that would be so pleasurable if you make a dark mode. thank you. edit: hello tiktok, from the last time i reviewed this you guys made a dark mode which now made my review go up to a 5. this app is perfect. 1 thing i really would suggest is adding a feature were in your reposts you can go from oldest to latest and see your first repost. thank you for adding the feature where you can use dark mode on android.",7/6/2025 20:18,Positive
Abdulaziz Sani,5,masha allahu,7/6/2025 20:18,Neutral
Saidul Islam,5,❤️❤️❤️,7/6/2025 20:17,Neutral
Bahman Alizadeh,5,Fantastic,7/6/2025 20:14,Positive
Bemnet Habte,5,"I really enjoy using this tiktok because of all the videos, especially sports. My passion is sports.",7/6/2025 20:12,Positive
Md Aseus,5,technomentary,7/6/2025 20:12,Neutral
HUSSAIN TECHNICAL,5,this is very entertainment aap,7/6/2025 20:11,Positive
ABID,5,plz TikTok team on my feature monetize & payment method & account freez love u TikTok team 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,7/6/2025 20:10,Positive
Jasmine Riveri,5,Godd,7/6/2025 20:07,Neutral
Omar Magdy,5,just 😍👍❤️‍🔥❤️‍🔥,7/6/2025 20:05,Neutral
Jak Since,5,very good work,7/6/2025 20:04,Positive
Simon Jones,5,Its entertsining,7/6/2025 20:01,Neutral
Marvin Ford,1,I am 13 years old and my account got banned because I look like I'm really young so I deleted tik Tok and I am demanding to get unbanned,7/6/2025 19:57,Positive
Jamarco Gibson,5,Seriously. you're awesome!,7/6/2025 19:57,Positive
Mustafa Ismail,1,rubbish if you don't pay for promote no can see your vedios and you get a 2000 views for a vedio you shere it in a month what a useless platform!!!,7/6/2025 19:57,Negative
Rawasy Alaa,1,بيعلق,7/6/2025 19:56,Neutral
Sylvester Igene,5,excellent,7/6/2025 19:54,Positive
Km Kabir hossen,3,average,7/6/2025 19:53,Negative
Mavis Ann,5,This app has helped a lot of people who are free.It is good to watch,7/6/2025 19:52,Positive
Abdul Majid,5,super app TikTok account,7/6/2025 19:52,Positive
Popa Alexia,5,provoacă dependenta!,7/6/2025 19:52,Neutral
Aurangzaib Farooqi,2,hi tiktok team please unfreeze my tiktok account and no views coming on videos please help me,7/6/2025 19:47,Neutral
Mani Mrz,5,good,7/6/2025 19:47,Positive
Kamil Kamaal,5,kamilohboy bees,7/6/2025 19:45,Neutral
Sewa Sade,1,Ok now,7/6/2025 19:43,Positive
Gillian Mbuvi,3,I love it but they banned me randomly am crashing out any other day,7/6/2025 19:40,Negative
Super Hero,5,you too legit,7/6/2025 19:40,Neutral
Azegba Juliet,1,hard to operate,7/6/2025 19:38,Negative
Obodo Henry,5,it's unique at it's peak 👌,7/6/2025 19:37,Positive
Dhel Zee,5,love the app,7/6/2025 19:37,Positive
Kim Champagne,5,I just love the shopping network and I also love to do the arts and crafts and DIY hacks on Dollar tree and watch videos,7/6/2025 19:37,Positive
Muhammad Riaz 0028,2,"Why sometimes this application not working for me, once I click on the application it's blinks and not open, I deleted tiktok reinstall it and then it's working good but once I close and open it again doing same thing",7/6/2025 19:36,Positive
Nisar jan,5,TikTok is life,7/6/2025 19:36,Neutral
Rasel islam,5,tiktok এ ফলোয়ার জিরো,7/6/2025 19:34,Neutral
Kahnm Kahnm,1,use tiktok,7/6/2025 19:32,Neutral
Atanaz jafari,5,👌🏻,7/6/2025 19:31,Neutral
Loveyou king 9797,5,good,7/6/2025 19:30,Positive
Skull Ghost,5,tiktok I so good I be on the app for hours without getting bored it's addicting and it's probably one apps that I've been on and I've been on a lot of apps.,7/6/2025 19:30,Positive
Mageba Zulu,1,"my TikTok doesn't work,it's says it has a bug please help😒",7/6/2025 19:28,Neutral
Alijus Alijukas,2,cant comment photos,7/6/2025 19:27,Neutral
favor noukounou,5,Good,7/6/2025 19:24,Positive
Mustafa Khna,5,nice and quiet for the heayjds to nhi karta q and quiet and quiet and ha ha ha ha thanks bhai Jan and ha I miss the heads ok sir thanks bhai jan to nhi karta pat on karo na abe you jan q Kya waja sa to per ma nhi karta q Kya ya know when I can pick you to Jan wat karta pat on karo na abe to nhi ha ha thanks bhai Jan Kui to nhi karta pat nhi k AP bat nhi karte naaaa you jan to get a job to per day ha I miss the heayjds to get the heads ok I will be Mubarak you jan q Hafa you jan to nhi ha habhai,7/6/2025 19:24,Positive
Nusrat ziarab Ziarab,5,TikTok wolo muja viral kar do plzzz 🙏🙏🙏🙏🙏🙏🙏🙏plzzz TikTok walo,7/6/2025 19:22,Neutral
Loki,1,Horrible app Too much bigotry and hate speech being allowed. i report it and get told no violation every time. today for example i reported comments wishing/threatening violent actions and the response said no violation found. racism is not ok. bigotry is bad. lgbt lives matter. and its not ok to threaten or abuse people but since tiktok says no violation found every time im left to assume that tiktok thinks that's ok behavior and that's disgusting.,7/6/2025 19:21,Negative
Athena Polk,4,💜,7/6/2025 19:21,Neutral
J5DME,1,Dark mode Broken and translation removed,7/6/2025 19:20,Negative
Smart Farmer,1,"Customer Service is appalling, I have been trying for months to sort an issue out. I get a response, I reply and I never get an answer to my issue. Is there no way of communicating with them. No phone number, no online help. How do I get in touch with TikTok for a resolution to my issue when I do not have an account",7/6/2025 19:20,Negative
michael moka,5,this my favorite application,7/6/2025 19:20,Positive
Kekeli Mensah,5,a little eye is looking at u. still brave.,7/6/2025 19:19,Positive
Issi G,1,TikTok is not good because TikTok not open yet,7/6/2025 19:16,Negative
Widoftx Fame,5,for sure it's the best for everyone,7/6/2025 19:15,Positive
Cameron Shei,5,love it!,7/6/2025 19:13,Positive
Jabbar,5,plz unfreeze. my account tiktok taem,7/6/2025 19:13,Neutral
Andrew Richmond,1,just another alt right mouth breather platform now,7/6/2025 19:12,Positive
Michael Hart,3,I hope you have on tiktok are uses that's why I'm not coming back,7/6/2025 19:11,Neutral
Sufiyan Khan,1,good,7/6/2025 19:10,Positive
Nchimunya Mwaanga,4,Too nice,7/6/2025 19:05,Positive
Yasir Masih,5,YasirMasih,7/6/2025 19:04,Neutral
wakas wakas1992,5,nice tiktok,7/6/2025 19:04,Positive
Katlego Patrick,5,"I love tiktok, how user friendly it is and it is knowledgeable.",7/6/2025 19:02,Positive
Ahsan Ali,4,AHSANALI,7/6/2025 19:01,Neutral
Igwe Divine,5,so cool,7/6/2025 18:57,Positive
Basit Khan,2,very emotional,7/6/2025 18:56,Neutral
Jason Troxclair,2,past 3 months the selection I have to open on mute just can't stay working. In settings the default is open on mute but it never works longer than a few days,7/6/2025 18:56,Negative
Hussein Mdeka,5,fantastic,7/6/2025 18:50,Positive
Meagan Michael,1,"Cant make a video without my phone crashing or freezing up, & when I finally do make it through all of the freezing up, closing the app, and reopening it and going back to my video when I finally post it the video will go black. I can hear the sound but can't see a picture. on both of my accounts. So then I have to delete& re edit multiple times. In may 2025 when I finally get the video posted it glitches mid video and cuts some of my video off. Its ridiculous! Phone= Samsung s24 Ultra...",7/6/2025 18:50,Negative
Ismail khan,4,nice,7/6/2025 18:49,Positive
Kathleen Mauger,5,1¹,7/6/2025 18:47,Neutral
Michelle,1,give me photo comments,7/6/2025 18:46,Neutral
Aasma Ashiq,5,Good experience,7/6/2025 18:46,Positive
Ayah Alfarj,5,I love it,7/6/2025 18:46,Positive
Minhaj Uddin Akib,1,bra,7/6/2025 18:44,Neutral
Sanam Rai,5,followers grow,7/6/2025 18:43,Neutral
Irfan Khan,5,live,7/6/2025 18:43,Positive
cool couzins,5,all I can say it is very good,7/6/2025 18:42,Positive
David Oparaku,5,I love this app,7/6/2025 18:41,Positive
Freefire Freefire,5,please viral my video,7/6/2025 18:41,Neutral
Gulam Mustafa,5,nic,7/6/2025 18:35,Neutral
Adubofour Kingsley,5,it can give a lot of money,7/6/2025 18:34,Neutral
Sultana Akter,5,this app has very good but this app has some problem 😕,7/6/2025 18:33,Positive
Kaidyn Moore,5,NO WORDS NEEDED.,7/6/2025 18:32,Neutral
Rafiul Hassan,5,❤️,7/6/2025 18:32,Neutral
Ahmad Ansari Ansari,1,Hi dera TikTok team please help me my account forward password porbelm couldn reset password porbelm please help me,7/6/2025 18:29,Neutral
Imran King 115,2,I hadn't tractor team tik Tok imran king,7/6/2025 18:29,Neutral
Chukwuma Jennifer,1,My tiktok is not opening 😥,7/6/2025 18:27,Neutral
Prtiom Kumar,5,নাইস,7/6/2025 18:27,Neutral
sunlight light,1,Dear tik tok team no doubt this app is excellent but l have created my new account but l am not getting good response to my videos please support my account 🥺 My account is @Ahmedraza6350,7/6/2025 18:26,Positive
Maja Trochimczyk,1,"you took away my repost button, captions button and i hare this app omg delete it",7/6/2025 18:25,Neutral
Stephanie Metu,1,Tiktok is unfair and very sensitive it doesn't like u have much freedom as u intend to. It a strict app that doesn't give u freedom to express ur thoughts and feeling and also cultural and also it really bad because if u get bann from tiktok it is very hard to get ur follower and like and ur account back it also very hard to bluid up ur page,7/6/2025 18:25,Negative
khaliqAbbasi789,5,live ka option on kor do please,7/6/2025 18:24,Positive
Sahil fiaz Sf,5,good,7/6/2025 18:22,Positive
Ephraim Nkhoma,1,When i download app is not working,7/6/2025 18:17,Neutral
MD Mehedi,5,সব পুদ মারার দান্না,7/6/2025 18:15,Neutral
Tasawar Iqbal Sanda,5,Fou you ❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️,7/6/2025 18:13,Neutral
Zemenu Casay,5,best app when your bored,7/6/2025 18:11,Positive
Ruth Pearson,2,Every time I go to open this app it boots me off. I've had to uninstall and reinstall about 4 times now.,7/6/2025 18:11,Neutral
Manzar Abbas,5,nice good 👍,7/6/2025 18:11,Positive
Fadila Nasri,5,fadiila,7/6/2025 18:10,Neutral
Jamie Aguilar,5,super grate,7/6/2025 18:10,Positive
Malik Haider,5,TikTok is my best app,7/6/2025 18:08,Positive
Golam Din,5,❤❤❤,7/6/2025 18:05,Neutral
Junaid Ali,5,Jumaid,7/6/2025 18:05,Neutral
Kaitlyn Coetzer,5,love this app!!,7/6/2025 18:04,Positive
Aslam Shah,5,گلف,7/6/2025 18:02,Neutral
Dwight Burditt,1,I don't want tik tok,7/6/2025 18:02,Neutral
Aqsa Balouch,5,good,7/6/2025 18:01,Positive
